teks,label,remove_user,clean_tweet,Tokenizing,tweet_tokens_fdist,tweet_tokens_WSW,Normalisasi,tweet
alhamdulillah patut disyukuri nih menurut menkeu sri mulyani kenaikan inflasi domestik masih moderat karena penangan,positif,alhamdulillah patut disyukuri nih menurut menkeu sri mulyani kenaikan inflasi domestik masih moderat karena penangan,alhamdulillah patut disyukuri nih menurut menkeu sri mulyani kenaikan inflasi domestik masih moderat karena penangan,"['alhamdulillah', 'patut', 'disyukuri', 'nih', 'menurut', 'menkeu', 'sri', 'mulyani', 'kenaikan', 'inflasi', 'domestik', 'masih', 'moderat', 'karena', 'penangan']",<FreqDist with 15 samples and 15 outcomes>,"['alhamdulillah', 'patut', 'disyukuri', 'menkeu', 'sri', 'mulyani', 'kenaikan', 'inflasi', 'domestik', 'moderat', 'penangan']","['alhamdulillah', 'patut', 'disyukuri', 'menkeu', 'sri', 'mulyani', 'kenaikan', 'inflasi', 'domestik', 'moderat', 'penangan']","['alhamdulillah', 'patut', 'syukur', 'menkeu', 'sri', 'mulyani', 'naik', 'inflasi', 'domestik', 'moderat', 'nang']"
kapten agus miharja hadir buka operasi pasar murah rangka gera nasional kendali inflasi pangan selenggara bank indonesia cabang tegal dengann pemkot kalong tempat pandopo lap mataram kota kalong kamis,positif,kapten agus miharja hadir buka operasi pasar murah rangka gera nasional kendali inflasi pangan selenggara bank indonesia cabang tegal dengann pemkot kalong tempat pandopo lap mataram kota kalong kamis,kapten agus miharja hadir buka operasi pasar murah rangka gera nasional kendali inflasi pangan selenggara bank indonesia cabang tegal dengann pemkot kalong tempat pandopo lap mataram kota kalong kamis,"['kapten', 'agus', 'miharja', 'hadir', 'buka', 'operasi', 'pasar', 'murah', 'rangka', 'gera', 'nasional', 'kendali', 'inflasi', 'pangan', 'selenggara', 'bank', 'indonesia', 'cabang', 'tegal', 'dengann', 'pemkot', 'kalong', 'tempat', 'pandopo', 'lap', 'mataram', 'kota', 'kalong', 'kamis']",<FreqDist with 28 samples and 29 outcomes>,"['kapten', 'agus', 'miharja', 'hadir', 'buka', 'operasi', 'pasar', 'murah', 'rangka', 'gera', 'nasional', 'kendali', 'inflasi', 'pangan', 'selenggara', 'bank', 'indonesia', 'cabang', 'tegal', 'dengann', 'pemkot', 'kalong', 'pandopo', 'lap', 'mataram', 'kota', 'kalong', 'kamis']","['kapten', 'agus', 'miharja', 'hadir', 'buka', 'operasi', 'pasar', 'murah', 'rangka', 'gera', 'nasional', 'kendali', 'inflasi', 'pangan', 'selenggara', 'bank', 'indonesia', 'cabang', 'tegal', 'dengann', 'pemkot', 'kalong', 'pandopo', 'lap', 'mataram', 'kota', 'kalong', 'kamis']","['kapten', 'agus', 'miharja', 'hadir', 'buka', 'operasi', 'pasar', 'murah', 'rangka', 'gera', 'nasional', 'kendali', 'inflasi', 'pangan', 'selenggara', 'bank', 'indonesia', 'cabang', 'tegal', 'dengann', 'pemkot', 'kalong', 'pandopo', 'lap', 'mataram', 'kota', 'kalong', 'kamis']"
sri mulyani indrawati mengatakan laju inflasi oktober rendah kira,positif,sri mulyani indrawati mengatakan laju inflasi oktober rendah kira,sri mulyani indrawati mengatakan laju inflasi oktober rendah kira,"['sri', 'mulyani', 'indrawati', 'mengatakan', 'laju', 'inflasi', 'oktober', 'rendah', 'kira']",<FreqDist with 9 samples and 9 outcomes>,"['sri', 'mulyani', 'indrawati', 'laju', 'inflasi', 'oktober', 'rendah']","['sri', 'mulyani', 'indrawati', 'laju', 'inflasi', 'oktober', 'rendah']","['sri', 'mulyani', 'indrawati', 'laju', 'inflasi', 'oktober', 'rendah']"
ada beberapa hal yang bisa kita lakukan untuk menghadapi inflasi menghemat uang persiapan dana darurat mencari,positif,ada beberapa hal yang bisa kita lakukan untuk menghadapi inflasi menghemat uang persiapan dana darurat mencari,ada beberapa hal yang bisa kita lakukan untuk menghadapi inflasi menghemat uang persiapan dana darurat mencari,"['ada', 'beberapa', 'hal', 'yang', 'bisa', 'kita', 'lakukan', 'untuk', 'menghadapi', 'inflasi', 'menghemat', 'uang', 'persiapan', 'dana', 'darurat', 'mencari']",<FreqDist with 16 samples and 16 outcomes>,"['lakukan', 'menghadapi', 'inflasi', 'menghemat', 'uang', 'persiapan', 'dana', 'darurat', 'mencari']","['lakukan', 'menghadapi', 'inflasi', 'menghemat', 'uang', 'persiapan', 'dana', 'darurat', 'mencari']","['laku', 'hadap', 'inflasi', 'hemat', 'uang', 'siap', 'dana', 'darurat', 'cari']"
menabung emas adalah cara cerdas agar nilai harta kita tidak tergerus inflasi beli minigold wa minigold minigoldjember,positif,menabung emas adalah cara cerdas agar nilai harta kita tidak tergerus inflasi beli minigold wa minigold minigoldjember,menabung emas adalah cara cerdas agar nilai harta kita tidak tergerus inflasi beli minigold wa minigold minigoldjember,"['menabung', 'emas', 'adalah', 'cara', 'cerdas', 'agar', 'nilai', 'harta', 'kita', 'tidak', 'tergerus', 'inflasi', 'beli', 'minigold', 'wa', 'minigold', 'minigoldjember']",<FreqDist with 16 samples and 17 outcomes>,"['menabung', 'emas', 'cerdas', 'nilai', 'harta', 'tergerus', 'inflasi', 'beli', 'minigold', 'wa', 'minigold', 'minigoldjember']","['menabung', 'emas', 'cerdas', 'nilai', 'harta', 'tergerus', 'inflasi', 'beli', 'minigold', 'wa', 'minigold', 'minigoldjember']","['tabung', 'emas', 'cerdas', 'nilai', 'harta', 'gerus', 'inflasi', 'beli', 'minigold', 'wa', 'minigold', 'minigoldjember']"
tingkat inflasi jaga perintah waspada resiko global inibe,positif,tingkat inflasi jaga perintah waspada resiko global inibe,tingkat inflasi jaga perintah waspada resiko global inibe,"['tingkat', 'inflasi', 'jaga', 'perintah', 'waspada', 'resiko', 'global', 'inibe']",<FreqDist with 8 samples and 8 outcomes>,"['tingkat', 'inflasi', 'jaga', 'perintah', 'waspada', 'resiko', 'global', 'inibe']","['tingkat', 'inflasi', 'jaga', 'perintah', 'waspada', 'resiko', 'global', 'inibe']","['tingkat', 'inflasi', 'jaga', 'perintah', 'waspada', 'resiko', 'global', 'inibe']"
kebijakan yg bijapbn nekonomii resesi inflasi,positif,kebijakan yg bijapbn nekonomii resesi inflasi,kebijakan yg bijapbn nekonomii resesi inflasi,"['kebijakan', 'yg', 'bijapbn', 'nekonomii', 'resesi', 'inflasi']",<FreqDist with 6 samples and 6 outcomes>,"['kebijakan', 'bijapbn', 'nekonomii', 'resesi', 'inflasi']","['kebijakan', 'bijapbn', 'nekonomii', 'resesi', 'inflasi']","['bijak', 'bijapbn', 'nekonomii', 'resesi', 'inflasi']"
fun fact tengah inflasi sektor umkm tumbuh optimis,positif,fun fact tengah inflasi sektor umkm tumbuh optimis,fun fact tengah inflasi sektor umkm tumbuh optimis,"['fun', 'fact', 'tengah', 'inflasi', 'sektor', 'umkm', 'tumbuh', 'optimis']",<FreqDist with 8 samples and 8 outcomes>,"['fun', 'fact', 'inflasi', 'sektor', 'umkm', 'tumbuh', 'optimis']","['fun', 'fact', 'inflasi', 'sektor', 'umkm', 'tumbuh', 'optimis']","['fun', 'fact', 'inflasi', 'sektor', 'umkm', 'tumbuh', 'optimis']"
inflasi aman alhamdulillah,positif,inflasi aman alhamdulillah,inflasi aman alhamdulillah,"['inflasi', 'aman', 'alhamdulillah']",<FreqDist with 3 samples and 3 outcomes>,"['inflasi', 'aman', 'alhamdulillah']","['inflasi', 'aman', 'alhamdulillah']","['inflasi', 'aman', 'alhamdulillah']"
perintah berhasil kendali inflasi,positif,perintah berhasil kendali inflasi,perintah berhasil kendali inflasi,"['perintah', 'berhasil', 'kendali', 'inflasi']",<FreqDist with 4 samples and 4 outcomes>,"['perintah', 'berhasil', 'kendali', 'inflasi']","['perintah', 'berhasil', 'kendali', 'inflasi']","['perintah', 'hasil', 'kendali', 'inflasi']"
inflasi terjaga dengan adanya bantuan sosial blt kepada masyarakat,positif,inflasi terjaga dengan adanya bantuan sosial blt kepada masyarakat,inflasi terjaga dengan adanya bantuan sosial blt kepada masyarakat,"['inflasi', 'terjaga', 'dengan', 'adanya', 'bantuan', 'sosial', 'blt', 'kepada', 'masyarakat']",<FreqDist with 9 samples and 9 outcomes>,"['inflasi', 'terjaga', 'bantuan', 'sosial', 'blt', 'masyarakat']","['inflasi', 'terjaga', 'bantuan', 'sosial', 'blt', 'masyarakat']","['inflasi', 'jaga', 'bantu', 'sosial', 'blt', 'masyarakat']"
bu sri mulyani keren banget ekonomii resesi inflasi indonesia,positif,bu sri mulyani keren banget ekonomii resesi inflasi indonesia,bu sri mulyani keren banget ekonomii resesi inflasi indonesia,"['bu', 'sri', 'mulyani', 'keren', 'banget', 'ekonomii', 'resesi', 'inflasi', 'indonesia']",<FreqDist with 9 samples and 9 outcomes>,"['bu', 'sri', 'mulyani', 'keren', 'banget', 'ekonomii', 'resesi', 'inflasi', 'indonesia']","['bu', 'sri', 'mulyani', 'keren', 'banget', 'ekonomii', 'resesi', 'inflasi', 'indonesia']","['bu', 'sri', 'mulyani', 'keren', 'banget', 'ekonomi', 'resesi', 'inflasi', 'indonesia']"
sektor umkm tetap menunjukkan pertumbuhan bisnis yang optimal di tengah tantangan akselerasi inflasi kondisi,positif,sektor umkm tetap menunjukkan pertumbuhan bisnis yang optimal di tengah tantangan akselerasi inflasi kondisi,sektor umkm tetap menunjukkan pertumbuhan bisnis yang optimal di tengah tantangan akselerasi inflasi kondisi,"['sektor', 'umkm', 'tetap', 'menunjukkan', 'pertumbuhan', 'bisnis', 'yang', 'optimal', 'di', 'tengah', 'tantangan', 'akselerasi', 'inflasi', 'kondisi']",<FreqDist with 14 samples and 14 outcomes>,"['sektor', 'umkm', 'pertumbuhan', 'bisnis', 'optimal', 'tantangan', 'akselerasi', 'inflasi', 'kondisi']","['sektor', 'umkm', 'pertumbuhan', 'bisnis', 'optimal', 'tantangan', 'akselerasi', 'inflasi', 'kondisi']","['sektor', 'umkm', 'tumbuh', 'bisnis', 'optimal', 'tantang', 'akselerasi', 'inflasi', 'kondisi']"
oleh bri komitmen fokus menumbuh kembangkan umkm naik inflasi daya biaya komprehensif,positif,oleh bri komitmen fokus menumbuh kembangkan umkm naik inflasi daya biaya komprehensif,oleh bri komitmen fokus menumbuh kembangkan umkm naik inflasi daya biaya komprehensif,"['oleh', 'bri', 'komitmen', 'fokus', 'menumbuh', 'kembangkan', 'umkm', 'naik', 'inflasi', 'daya', 'biaya', 'komprehensif']",<FreqDist with 12 samples and 12 outcomes>,"['bri', 'komitmen', 'fokus', 'menumbuh', 'kembangkan', 'umkm', 'inflasi', 'daya', 'biaya', 'komprehensif']","['bri', 'komitmen', 'fokus', 'menumbuh', 'kembangkan', 'umkm', 'inflasi', 'daya', 'biaya', 'komprehensif']","['bri', 'komitmen', 'fokus', 'tumbuh', 'kembang', 'umkm', 'inflasi', 'daya', 'biaya', 'komprehensif']"
tangan dampak inflasi pemkab lebak salur bantu langsung tunai bbm lebak bupati lebak iti octavia jayaba,positif,tangan dampak inflasi pemkab lebak salur bantu langsung tunai bbm lebak bupati lebak iti octavia jayaba,tangan dampak inflasi pemkab lebak salur bantu langsung tunai bbm lebak bupati lebak iti octavia jayaba,"['tangan', 'dampak', 'inflasi', 'pemkab', 'lebak', 'salur', 'bantu', 'langsung', 'tunai', 'bbm', 'lebak', 'bupati', 'lebak', 'iti', 'octavia', 'jayaba']",<FreqDist with 14 samples and 16 outcomes>,"['tangan', 'dampak', 'inflasi', 'pemkab', 'lebak', 'salur', 'bantu', 'langsung', 'tunai', 'bbm', 'lebak', 'bupati', 'lebak', 'iti', 'octavia', 'jayaba']","['tangan', 'dampak', 'inflasi', 'pemkab', 'lebak', 'salur', 'bantu', 'langsung', 'tunai', 'bbm', 'lebak', 'bupati', 'lebak', 'iti', 'octavia', 'jayaba']","['tangan', 'dampak', 'inflasi', 'pemkab', 'lebak', 'salur', 'bantu', 'langsung', 'tunai', 'bbm', 'lebak', 'bupati', 'lebak', 'iti', 'octavia', 'jayaba']"
bijak subsidi bbm upaya perintah agustus dampak positif tekan inflasi daya beli masyarakat jadi omzet laku umkm meningkat,positif,bijak subsidi bbm upaya perintah agustus dampak positif tekan inflasi daya beli masyarakat jadi omzet laku umkm meningkat,bijak subsidi bbm upaya perintah agustus dampak positif tekan inflasi daya beli masyarakat jadi omzet laku umkm meningkat,"['bijak', 'subsidi', 'bbm', 'upaya', 'perintah', 'agustus', 'dampak', 'positif', 'tekan', 'inflasi', 'daya', 'beli', 'masyarakat', 'jadi', 'omzet', 'laku', 'umkm', 'meningkat']",<FreqDist with 18 samples and 18 outcomes>,"['bijak', 'subsidi', 'bbm', 'upaya', 'perintah', 'agustus', 'dampak', 'positif', 'tekan', 'inflasi', 'daya', 'beli', 'masyarakat', 'omzet', 'laku', 'umkm', 'meningkat']","['bijak', 'subsidi', 'bbm', 'upaya', 'perintah', 'agustus', 'dampak', 'positif', 'tekan', 'inflasi', 'daya', 'beli', 'masyarakat', 'omzet', 'laku', 'umkm', 'meningkat']","['bijak', 'subsidi', 'bbm', 'upaya', 'perintah', 'agustus', 'dampak', 'positif', 'tekan', 'inflasi', 'daya', 'beli', 'masyarakat', 'omzet', 'laku', 'umkm', 'tingkat']"
inflation di us sudah menunjukkan penurunan dan dijangka an lebih stabil pada globally inflasi juga dijangka,positif,inflation di us sudah menunjukkan penurunan dan dijangka an lebih stabil pada globally inflasi juga dijangka,inflation di us sudah menunjukkan penurunan dan dijangka an lebih stabil pada globally inflasi juga dijangka,"['inflation', 'di', 'us', 'sudah', 'menunjukkan', 'penurunan', 'dan', 'dijangka', 'an', 'lebih', 'stabil', 'pada', 'globally', 'inflasi', 'juga', 'dijangka']",<FreqDist with 15 samples and 16 outcomes>,"['inflation', 'us', 'penurunan', 'dijangka', 'an', 'stabil', 'globally', 'inflasi', 'dijangka']","['inflasi', 'us', 'penurunan', 'dijangka', 'an', 'stabil', 'globally', 'inflasi', 'dijangka']","['inflasi', 'us', 'turun', 'jangka', 'an', 'stabil', 'globally', 'inflasi', 'jangka']"
jokowi tempatkan apbn sebagai salah satu instrumen stabilitas pengendalian inflasi,positif,jokowi tempatkan apbn sebagai salah satu instrumen stabilitas pengendalian inflasi,jokowi tempatkan apbn sebagai salah satu instrumen stabilitas pengendalian inflasi,"['jokowi', 'tempatkan', 'apbn', 'sebagai', 'salah', 'satu', 'instrumen', 'stabilitas', 'pengendalian', 'inflasi']",<FreqDist with 10 samples and 10 outcomes>,"['jokowi', 'tempatkan', 'apbn', 'salah', 'instrumen', 'stabilitas', 'pengendalian', 'inflasi']","['jokowi', 'tempatkan', 'apbn', 'salah', 'instrumen', 'stabilitas', 'pengendalian', 'inflasi']","['jokowi', 'tempat', 'apbn', 'salah', 'instrumen', 'stabilitas', 'kendali', 'inflasi']"
tumbuh bisnis optimistis tantang pesat naik naik inflasi sektor umkm kondisi potret indeks bisnis umkm kuartal rilis pt bank rakyat indoenesia persero tbk,positif,tumbuh bisnis optimistis tantang pesat naik naik inflasi sektor umkm kondisi potret indeks bisnis umkm kuartal rilis pt bank rakyat indoenesia persero tbk,tumbuh bisnis optimistis tantang pesat naik naik inflasi sektor umkm kondisi potret indeks bisnis umkm kuartal rilis pt bank rakyat indoenesia persero tbk,"['tumbuh', 'bisnis', 'optimistis', 'tantang', 'pesat', 'naik', 'naik', 'inflasi', 'sektor', 'umkm', 'kondisi', 'potret', 'indeks', 'bisnis', 'umkm', 'kuartal', 'rilis', 'pt', 'bank', 'rakyat', 'indoenesia', 'persero', 'tbk']",<FreqDist with 20 samples and 23 outcomes>,"['tumbuh', 'bisnis', 'optimistis', 'tantang', 'pesat', 'inflasi', 'sektor', 'umkm', 'kondisi', 'potret', 'indeks', 'bisnis', 'umkm', 'kuartal', 'rilis', 'bank', 'rakyat', 'indoenesia', 'persero', 'tbk']","['tumbuh', 'bisnis', 'optimistis', 'tantang', 'pesat', 'inflasi', 'sektor', 'umkm', 'kondisi', 'potret', 'indeks', 'bisnis', 'umkm', 'kuartal', 'rilis', 'bank', 'rakyat', 'indoenesia', 'persero', 'tbk']","['tumbuh', 'bisnis', 'optimistis', 'tantang', 'pesat', 'inflasi', 'sektor', 'umkm', 'kondisi', 'potret', 'indeks', 'bisnis', 'umkm', 'kuartal', 'rilis', 'bank', 'rakyat', 'indoenesia', 'persero', 'tbk']"
pasar rakyat kendali inflasi,positif,pasar rakyat kendali inflasi,pasar rakyat kendali inflasi,"['pasar', 'rakyat', 'kendali', 'inflasi']",<FreqDist with 4 samples and 4 outcomes>,"['pasar', 'rakyat', 'kendali', 'inflasi']","['pasar', 'rakyat', 'kendali', 'inflasi']","['pasar', 'rakyat', 'kendali', 'inflasi']"
indonesia atas inflasi akar,positif,indonesia atas inflasi akar,indonesia atas inflasi akar,"['indonesia', 'atas', 'inflasi', 'akar']",<FreqDist with 4 samples and 4 outcomes>,"['indonesia', 'inflasi', 'akar']","['indonesia', 'inflasi', 'akar']","['indonesia', 'inflasi', 'akar']"
gas pulih ekonomii menteri uang sri mulyani indrawati indonesia coba mengatasi,positif,gas pulih ekonomii menteri uang sri mulyani indrawati indonesia coba mengatasi,gas pulih ekonomii menteri uang sri mulyani indrawati indonesia coba mengatasi,"['gas', 'pulih', 'ekonomii', 'menteri', 'uang', 'sri', 'mulyani', 'indrawati', 'indonesia', 'coba', 'mengatasi']",<FreqDist with 11 samples and 11 outcomes>,"['gas', 'pulih', 'ekonomii', 'menteri', 'uang', 'sri', 'mulyani', 'indrawati', 'indonesia', 'coba', 'mengatasi']","['gas', 'pulih', 'ekonomii', 'menteri', 'uang', 'sri', 'mulyani', 'indrawati', 'indonesia', 'coba', 'mengatasi']","['gas', 'pulih', 'ekonomi', 'menteri', 'uang', 'sri', 'mulyani', 'indrawati', 'indonesia', 'coba', 'atas']"
terakhir yg ketiga kebijakan subsidi bbm yang ditempuh pemerintah memberi positif terhadap tekanan inflasi dan daya beli masyarakat sehingga omzet umkm masih mu meningkat,positif,terakhir yg ketiga kebijakan subsidi bbm yang ditempuh pemerintah memberi positif terhadap tekanan inflasi dan daya beli masyarakat sehingga omzet umkm masih mu meningkat,terakhir yg ketiga kebijakan subsidi bbm yang ditempuh pemerintah memberi positif terhadap tekanan inflasi dan daya beli masyarakat sehingga omzet umkm masih mu meningkat,"['terakhir', 'yg', 'ketiga', 'kebijakan', 'subsidi', 'bbm', 'yang', 'ditempuh', 'pemerintah', 'memberi', 'positif', 'terhadap', 'tekanan', 'inflasi', 'dan', 'daya', 'beli', 'masyarakat', 'sehingga', 'omzet', 'umkm', 'masih', 'mu', 'meningkat']",<FreqDist with 24 samples and 24 outcomes>,"['ketiga', 'kebijakan', 'subsidi', 'bbm', 'ditempuh', 'pemerintah', 'positif', 'tekanan', 'inflasi', 'daya', 'beli', 'masyarakat', 'omzet', 'umkm', 'mu', 'meningkat']","['ketiga', 'kebijakan', 'subsidi', 'bbm', 'ditempuh', 'pemerintah', 'positif', 'tekanan', 'inflasi', 'daya', 'beli', 'masyarakat', 'omzet', 'umkm', 'mu', 'meningkat']","['tiga', 'bijak', 'subsidi', 'bbm', 'tempuh', 'perintah', 'positif', 'tekan', 'inflasi', 'daya', 'beli', 'masyarakat', 'omzet', 'umkm', 'mu', 'tingkat']"
arahan jokowi terkait prediksi ekonomii ri kunci pertumbuhan ekonomii di yaitu belanja yang menyangkut konsumsi pengendalian inflasi dan peningkatan,positif,arahan jokowi terkait prediksi ekonomii ri kunci pertumbuhan ekonomii di yaitu belanja yang menyangkut konsumsi pengendalian inflasi dan peningkatan,arahan jokowi terkait prediksi ekonomii ri kunci pertumbuhan ekonomii di yaitu belanja yang menyangkut konsumsi pengendalian inflasi dan peningkatan,"['arahan', 'jokowi', 'terkait', 'prediksi', 'ekonomii', 'ri', 'kunci', 'pertumbuhan', 'ekonomii', 'di', 'yaitu', 'belanja', 'yang', 'menyangkut', 'konsumsi', 'pengendalian', 'inflasi', 'dan', 'peningkatan']",<FreqDist with 18 samples and 19 outcomes>,"['arahan', 'jokowi', 'terkait', 'prediksi', 'ekonomii', 'ri', 'kunci', 'pertumbuhan', 'ekonomii', 'belanja', 'konsumsi', 'pengendalian', 'inflasi', 'peningkatan']","['arahan', 'jokowi', 'terkait', 'prediksi', 'ekonomii', 'ri', 'kunci', 'pertumbuhan', 'ekonomii', 'belanja', 'konsumsi', 'pengendalian', 'inflasi', 'peningkatan']","['arah', 'jokowi', 'kait', 'prediksi', 'ekonomi', 'ri', 'kunci', 'tumbuh', 'ekonomi', 'belanja', 'konsumsi', 'kendali', 'inflasi', 'tingkat']"
sehat strong tumbuh ekonomii inflasi jaga investasi turut nomor indonesia,positif,sehat strong tumbuh ekonomii inflasi jaga investasi turut nomor indonesia,sehat strong tumbuh ekonomii inflasi jaga investasi turut nomor indonesia,"['sehat', 'strong', 'tumbuh', 'ekonomii', 'inflasi', 'jaga', 'investasi', 'turut', 'nomor', 'indonesia']",<FreqDist with 10 samples and 10 outcomes>,"['sehat', 'strong', 'tumbuh', 'ekonomii', 'inflasi', 'jaga', 'investasi', 'nomor', 'indonesia']","['sehat', 'strong', 'tumbuh', 'ekonomii', 'inflasi', 'jaga', 'investasi', 'nomor', 'indonesia']","['sehat', 'strong', 'tumbuh', 'ekonomi', 'inflasi', 'jaga', 'investasi', 'nomor', 'indonesia']"
geran pangan murah tekan inflasi jelang natal,positif,geran pangan murah tekan inflasi jelang natal,geran pangan murah tekan inflasi jelang natal,"['geran', 'pangan', 'murah', 'tekan', 'inflasi', 'jelang', 'natal']",<FreqDist with 7 samples and 7 outcomes>,"['geran', 'pangan', 'murah', 'tekan', 'inflasi', 'jelang', 'natal']","['geran', 'pangan', 'murah', 'tekan', 'inflasi', 'jelang', 'natal']","['geran', 'pangan', 'murah', 'tekan', 'inflasi', 'jelang', 'natal']"
